problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-0.txt;20;60;0;optimal;true;2.035;2.035;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-0.txt;20;60;0;largest_gap;true;2.244;2.244;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-0.txt;20;60;0;traversal;true;2.176;2.176;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-1.txt;20;60;1;optimal;false;1.835;1.820,29;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-1.txt;20;60;1;largest_gap;true;2.003;2.002,60;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-1.txt;20;60;1;traversal;true;2.053;2.052,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-2.txt;20;60;2;optimal;true;2.335;2.334,80;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-2.txt;20;60;2;largest_gap;true;2.524;2.524;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-2.txt;20;60;2;traversal;true;2.510;2.510;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-3.txt;20;60;3;optimal;true;1.863;1.862,56;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-3.txt;20;60;3;largest_gap;true;2.049;2.048,55;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-3.txt;20;60;3;traversal;true;2.038;2.037,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-4.txt;20;60;4;optimal;false;1.849;1.830,67;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-4.txt;20;60;4;largest_gap;true;2.042;2.041,67;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-4.txt;20;60;4;traversal;true;1.958;1.957,55;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-5.txt;20;60;5;optimal;true;1.697;1.697;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-5.txt;20;60;5;largest_gap;true;1.844;1.844;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-5.txt;20;60;5;traversal;true;1.925;1.924,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-6.txt;20;60;6;optimal;false;1.891;1.889,18;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-6.txt;20;60;6;largest_gap;true;2.102;2.101,63;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-6.txt;20;60;6;traversal;true;2.058;2.057,53;189,182
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-7.txt;20;60;7;optimal;false;1.846;1.792,90;51,498
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-7.txt;20;60;7;largest_gap;false;2.053;2.009,21;34,369
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-7.txt;20;60;7;traversal;false;1.957;1.928,50;1575,28
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-8.txt;20;60;8;optimal;false;1.750;1.740,11;181,671
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-8.txt;20;60;8;largest_gap;true;1.818;1.817,87;602,75
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-8.txt;20;60;8;traversal;true;1.947;1.946,52;14,736
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-9.txt;20;60;9;optimal;true;1.902;1.901,78;162,202
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-9.txt;20;60;9;largest_gap;true;2.063;2.063;245,301
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C60\23s-20-60-9.txt;20;60;9;traversal;true;2.074;2.073,78;13,207
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-0.txt;20;75;0;optimal;true;1.640;1.640;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-0.txt;20;75;0;largest_gap;true;1.890;1.890;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-0.txt;20;75;0;traversal;true;1.681;1.680,90;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-1.txt;20;75;1;optimal;true;1.584;1.584;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-1.txt;20;75;1;largest_gap;true;1.767;1.767;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-1.txt;20;75;1;traversal;true;1.696;1.695,94;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-2.txt;20;75;2;optimal;true;1.621;1.620,87;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-2.txt;20;75;2;largest_gap;true;1.831;1.831;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-2.txt;20;75;2;traversal;true;1.721;1.720,71;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-3.txt;20;75;3;optimal;true;1.521;1.520,77;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-3.txt;20;75;3;largest_gap;true;1.745;1.744,72;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-3.txt;20;75;3;traversal;false;1.721;1.699,97;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-4.txt;20;75;4;optimal;false;1.839;1.835,71;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-4.txt;20;75;4;largest_gap;true;2.016;2.015,60;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-4.txt;20;75;4;traversal;true;2.061;2.060,55;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-5.txt;20;75;5;optimal;false;1.573;1.565,33;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-5.txt;20;75;5;largest_gap;true;1.738;1.738;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-5.txt;20;75;5;traversal;true;1.676;1.675,51;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-6.txt;20;75;6;optimal;false;1.569;1.548,38;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-6.txt;20;75;6;largest_gap;true;1.676;1.676;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-6.txt;20;75;6;traversal;true;1.691;1.690,54;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-7.txt;20;75;7;optimal;true;1.631;1.630,57;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-7.txt;20;75;7;largest_gap;true;1.844;1.844;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-7.txt;20;75;7;traversal;true;1.709;1.708,72;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-8.txt;20;75;8;optimal;true;1.622;1.621,62;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-8.txt;20;75;8;largest_gap;true;1.898;1.897,87;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-8.txt;20;75;8;traversal;true;1.760;1.759,53;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-9.txt;20;75;9;optimal;false;1.517;1.505,14;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-9.txt;20;75;9;largest_gap;true;1.672;1.671,79;3600
OrderBatching;HENN;Instances_class-based\Instances_S-Shape\SS_O20_C75\24s-20-75-9.txt;20;75;9;traversal;true;1.629;1.628,51;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-0.txt;20;30;0;optimal;true;4.316;4.316;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-0.txt;20;30;0;largest_gap;true;4.719;4.719;396,806
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-0.txt;20;30;0;traversal;true;5.270;5.270;401,393
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-1.txt;20;30;1;optimal;true;4.531;4.531;218,887
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-1.txt;20;30;1;largest_gap;true;4.943;4.943;186,492
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-1.txt;20;30;1;traversal;true;5.384;5.384;168,653
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-2.txt;20;30;2;optimal;true;4.982;4.982;52,977
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-2.txt;20;30;2;largest_gap;true;5.450;5.450;29,213
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-2.txt;20;30;2;traversal;true;6.093;6.093;260,788
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-3.txt;20;30;3;optimal;true;3.671;3.670,91;965,874
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-3.txt;20;30;3;largest_gap;true;4.006;4.006;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-3.txt;20;30;3;traversal;true;4.201;4.201;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-4.txt;20;30;4;optimal;true;3.464;3.464;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-4.txt;20;30;4;largest_gap;true;3.731;3.731;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-4.txt;20;30;4;traversal;true;4.023;4.023;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-5.txt;20;30;5;optimal;true;4.511;4.511;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-5.txt;20;30;5;largest_gap;true;4.920;4.920;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-5.txt;20;30;5;traversal;true;5.122;5.122;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-6.txt;20;30;6;optimal;true;4.541;4.541;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-6.txt;20;30;6;largest_gap;true;4.973;4.973;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-6.txt;20;30;6;traversal;true;5.360;5.360;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-7.txt;20;30;7;optimal;true;5.157;5.157;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-7.txt;20;30;7;largest_gap;true;5.585;5.585;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-7.txt;20;30;7;traversal;true;6.001;6.001;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-8.txt;20;30;8;optimal;true;5.582;5.582;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-8.txt;20;30;8;largest_gap;true;6.029;6.029;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-8.txt;20;30;8;traversal;true;6.650;6.650;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-9.txt;20;30;9;optimal;true;5.395;5.395;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-9.txt;20;30;9;largest_gap;true;5.880;5.880;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C30\1l-20-30-9.txt;20;30;9;traversal;true;6.525;6.525;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-0.txt;20;45;0;optimal;true;3.328;3.327,60;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-0.txt;20;45;0;largest_gap;true;3.677;3.677;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-0.txt;20;45;0;traversal;true;3.670;3.669,71;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-1.txt;20;45;1;optimal;true;3.241;3.240,60;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-1.txt;20;45;1;largest_gap;true;3.686;3.686;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-1.txt;20;45;1;traversal;true;3.523;3.522,71;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-2.txt;20;45;2;optimal;false;3.230;3.213;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-2.txt;20;45;2;largest_gap;true;3.603;3.602,75;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-2.txt;20;45;2;traversal;true;3.551;3.550,57;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-3.txt;20;45;3;optimal;true;2.930;2.930;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-3.txt;20;45;3;largest_gap;true;3.354;3.354;519,202
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-3.txt;20;45;3;traversal;true;3.236;3.236;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-4.txt;20;45;4;optimal;true;3.202;3.202;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-4.txt;20;45;4;largest_gap;true;3.643;3.642,57;320,181
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-4.txt;20;45;4;traversal;true;3.580;3.580;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-5.txt;20;45;5;optimal;true;3.258;3.258;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-5.txt;20;45;5;largest_gap;true;3.668;3.668;1085,83
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-5.txt;20;45;5;traversal;true;3.579;3.578,67;431,962
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-6.txt;20;45;6;optimal;false;3.331;3.316,98;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-6.txt;20;45;6;largest_gap;true;3.678;3.678;339,125
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-6.txt;20;45;6;traversal;true;3.629;3.628,54;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-7.txt;20;45;7;optimal;true;2.896;2.896;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-7.txt;20;45;7;largest_gap;true;3.277;3.277;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-7.txt;20;45;7;traversal;true;3.166;3.165,79;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-8.txt;20;45;8;optimal;true;3.454;3.454;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-8.txt;20;45;8;largest_gap;true;3.939;3.939;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-8.txt;20;45;8;traversal;true;3.749;3.748,90;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-9.txt;20;45;9;optimal;true;3.453;3.452,67;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-9.txt;20;45;9;largest_gap;true;3.818;3.818;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C45\2l-20-45-9.txt;20;45;9;traversal;true;3.754;3.754;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-0.txt;20;60;0;optimal;true;2.767;2.766,86;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-0.txt;20;60;0;largest_gap;true;3.146;3.146;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-0.txt;20;60;0;traversal;true;3.045;3.044,67;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-1.txt;20;60;1;optimal;false;2.507;2.451,25;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-1.txt;20;60;1;largest_gap;true;2.907;2.906,63;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-1.txt;20;60;1;traversal;false;2.616;2.599,29;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-2.txt;20;60;2;optimal;true;2.514;2.514;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-2.txt;20;60;2;largest_gap;true;2.900;2.900;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-2.txt;20;60;2;traversal;true;2.683;2.682,52;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-3.txt;20;60;3;optimal;false;2.308;2.283,35;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-3.txt;20;60;3;largest_gap;false;2.698;2.696,17;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-3.txt;20;60;3;traversal;true;2.390;2.389,69;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-4.txt;20;60;4;optimal;false;2.401;2.363,44;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-4.txt;20;60;4;largest_gap;false;2.733;2.722,20;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-4.txt;20;60;4;traversal;false;2.679;2.570,27;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-5.txt;20;60;5;optimal;false;2.494;2.493,10;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-5.txt;20;60;5;largest_gap;true;2.854;2.854;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-5.txt;20;60;5;traversal;false;2.742;2.707,40;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-6.txt;20;60;6;optimal;false;2.327;2.302,67;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-6.txt;20;60;6;largest_gap;true;2.705;2.705;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-6.txt;20;60;6;traversal;true;2.483;2.482,63;996,581
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-7.txt;20;60;7;optimal;false;2.514;2.479,67;712,648
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-7.txt;20;60;7;largest_gap;true;2.922;2.921,58;227,892
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-7.txt;20;60;7;traversal;false;2.703;2.679,96;1446,31
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-8.txt;20;60;8;optimal;true;2.558;2.557,78;798,219
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-8.txt;20;60;8;largest_gap;true;2.984;2.984;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-8.txt;20;60;8;traversal;true;2.750;2.749,52;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-9.txt;20;60;9;optimal;false;2.871;2.839;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-9.txt;20;60;9;largest_gap;true;3.339;3.338,67;2140,72
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C60\3l-20-60-9.txt;20;60;9;traversal;false;3.135;3.112,53;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-0.txt;20;75;0;optimal;false;2.045;2.025,47;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-0.txt;20;75;0;largest_gap;true;2.434;2.433,57;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-0.txt;20;75;0;traversal;true;2.137;2.137;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-1.txt;20;75;1;optimal;false;2.579;2.574,20;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-1.txt;20;75;1;largest_gap;true;3.065;3.065;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-1.txt;20;75;1;traversal;false;2.748;2.711,38;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-2.txt;20;75;2;optimal;true;2.130;2.129,65;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-2.txt;20;75;2;largest_gap;true;2.612;2.612;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-2.txt;20;75;2;traversal;true;2.201;2.201;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-3.txt;20;75;3;optimal;false;1.998;1.901,64;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-3.txt;20;75;3;largest_gap;false;2.382;2.307,66;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-3.txt;20;75;3;traversal;false;2.200;2.037,47;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-4.txt;20;75;4;optimal;false;1.580;1.552,59;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-4.txt;20;75;4;largest_gap;true;1.845;1.844,72;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-4.txt;20;75;4;traversal;false;1.665;1.635;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-5.txt;20;75;5;optimal;true;2.294;2.293,87;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-5.txt;20;75;5;largest_gap;true;2.752;2.752;3600
OrderBatching;HENN;Instances_uniform\Instances_Largest_Gap\LG_O20_C75\4l-20-75-5.txt;20;75;5;traversal;true;2.461;2.460,71;3600
